Order_number,"Total Orders","Units Sold",Payment,"Item Price",Revenue,Commission,Tax,Discount,"Shipping Price","Shipping Cost","Item Cost",Profit,"Margin Percentage"
"=""1064029""",1,1,13.89,12.95,11.07,1.88,0.94,0,0,3.18,0,7.89,71.27
"=""1049705""",1,1,13.92,12.95,11.07,1.88,0.97,0,0,2.76,0,8.31,75.07
"=""1062144""",1,1,13.73,12.95,11.07,1.88,0.78,0,0,2.74,0,8.33,75.25
"=""1051588""",1,1,13.68,12.95,11.07,1.88,0.73,0,0,3.52,0,7.55,68.2
"=""1058178""",1,1,13.81,12.95,11.07,1.88,0.86,0,0,2.78,0,8.29,74.89
"=""1055063""",1,1,13.73,12.95,11.07,1.88,0.78,0,0,2.78,0,8.29,74.89
"=""1058016""",1,1,13.73,12.95,11.07,1.88,0.78,0,0,2.78,0,8.29,74.89
"=""1056971""",1,1,13.92,12.95,11.07,1.88,0.97,0,0,2.78,0,8.29,74.89
"=""1052843""",1,1,13.76,12.95,11.07,1.88,0.81,0,0,2.76,0,8.31,75.07
"=""1051797""",1,1,13.95,12.95,11.07,1.88,1,0,0,3.18,0,7.89,71.27
"=""1045027""",1,1,13.73,12.95,11.07,1.88,0.78,0,0,2.7,0,8.37,75.61
"=""1043501""",1,1,13.68,12.95,11.07,1.88,0.73,0,0,2.96,0,8.11,73.26
"=""1046864""",1,1,13.73,12.95,11.07,1.88,0.78,0,0,2.78,0,8.29,74.89
"=""1051451""",1,1,13.86,12.95,11.07,1.88,0.91,0,0,2.78,0,8.29,74.89
"=""1052830""",1,1,13.73,12.95,11.07,1.88,0.78,0,0,2.76,0,8.31,75.07
"=""1054706""",1,1,13.64,12.95,11.07,1.88,0.69,0,0,2.78,0,8.29,74.89
"=""1057419""",1,1,13.76,12.95,11.07,1.88,0.81,0,0,2.84,0,8.23,74.35
"=""1041983""",1,1,14.05,12.95,11.06,1.89,1.1,0,0,2.76,0,8.3,75.05
"=""1054852""",1,1,13.97,12.95,11.06,1.89,1.02,0,0,3.18,0,7.88,71.25
"=""1059830""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1051766""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1051774""",1,1,14.25,12.95,11.06,1.89,1.3,0,0,3.18,0,7.88,71.25
"=""1056688""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,2.84,0,8.22,74.32
"=""1051827""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,2.78,0,8.28,74.86
"=""1042377""",1,1,14.08,12.95,11.06,1.89,1.13,0,0,2.7,0,8.36,75.59
"=""1051855""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1044024""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,3.09,0,7.97,72.06
"=""1044047""",1,1,13.97,12.95,11.06,1.89,1.02,0,0,3.09,0,7.97,72.06
"=""1044095""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,2.76,0,8.3,75.05
"=""1056569""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1059561""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,3.18,0,7.88,71.25
"=""1052171""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,2.78,0,8.28,74.86
"=""1059544""",1,1,14.12,12.95,11.06,1.89,1.17,0,0,3.18,0,7.88,71.25
"=""1059538""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.78,0,8.28,74.86
"=""1050924""",1,1,14.05,12.95,11.06,1.89,1.1,0,0,3.18,0,7.88,71.25
"=""1042530""",1,1,14.15,12.95,11.06,1.89,1.2,0,0,3.09,0,7.97,72.06
"=""1044311""",1,1,14.15,12.95,11.06,1.89,1.2,0,0,3.09,0,7.97,72.06
"=""1050752""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1057221""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,3.39,0,7.67,69.35
"=""1056351""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1056306""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,2.78,0,8.28,74.86
"=""1042250""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1052531""",1,1,14.28,12.95,11.06,1.89,1.33,0,0,3.18,0,7.88,71.25
"=""1044855""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1044908""",1,1,14.12,12.95,11.06,1.89,1.17,0,0,3.09,0,7.97,72.06
"=""1052721""",1,1,14.25,12.95,11.06,1.89,1.3,0,0,2.84,0,8.22,74.32
"=""1052728""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,3.18,0,7.88,71.25
"=""1043504""",1,1,14.03,12.95,11.06,1.89,1.08,0,0,3.09,0,7.97,72.06
"=""1055943""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.93,0,8.13,73.51
"=""1052847""",1,1,14.12,12.95,11.06,1.89,1.17,0,0,2.84,0,8.22,74.32
"=""1043496""",1,1,13.97,12.95,11.06,1.89,1.02,0,0,3.09,0,7.97,72.06
"=""1049723""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,3.25,0,7.81,70.61
"=""1045127""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,3.09,0,7.97,72.06
"=""1052942""",1,1,14.21,12.95,11.06,1.89,1.26,0,0,3.67,0,7.39,66.82
"=""1052953""",1,1,14.28,12.95,11.06,1.89,1.33,0,0,3.18,0,7.88,71.25
"=""1052980""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1057513""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1042166""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.76,0,8.3,75.05
"=""1053090""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.76,0,8.3,75.05
"=""1061042""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1055790""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1055785""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.93,0,8.13,73.51
"=""1055774""",1,1,14.08,12.95,11.06,1.89,1.13,0,0,3.18,0,7.88,71.25
"=""1055758""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1063136""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1055723""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1057593""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1061258""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1061293""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,3.18,0,7.88,71.25
"=""1055605""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.78,0,8.28,74.86
"=""1041898""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1055602""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.78,0,8.28,74.86
"=""1055508""",1,1,14.25,12.95,11.06,1.89,1.3,0,0,3.18,0,7.88,71.25
"=""1055505""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1048675""",1,1,14.21,12.95,11.06,1.89,1.26,0,0,2.84,0,8.22,74.32
"=""1042868""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.76,0,8.3,75.05
"=""1048670""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1045749""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,3.31,0,7.75,70.07
"=""1053582""",1,1,14.05,12.95,11.06,1.89,1.1,0,0,3.18,0,7.88,71.25
"=""1057709""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1048542""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1041946""",1,1,14.12,12.95,11.06,1.89,1.17,0,0,2.76,0,8.3,75.05
"=""1045877""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,6.15,0,4.91,44.39
"=""1053681""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1053690""",1,1,14,12.95,11.06,1.89,1.05,0,0,2.78,0,8.28,74.86
"=""1045904""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1053727""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,2.78,0,8.28,74.86
"=""1053730""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,3.25,0,7.81,70.61
"=""1045948""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,5.12,0,5.94,53.71
"=""1055349""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1064752""",1,1,13.98,12.95,11.06,1.89,1.03,0,0,3.18,0,7.88,71.25
"=""1057766""",1,1,14.03,12.95,11.06,1.89,1.08,0,0,3.52,0,7.54,68.17
"=""1051659""",1,1,14.08,12.95,11.06,1.89,1.13,0,0,2.76,0,8.3,75.05
"=""1046029""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,3.67,0,7.39,66.82
"=""1053896""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1061713""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1048121""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1053948""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1053981""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,3.18,0,7.88,71.25
"=""1054011""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,3.18,0,7.88,71.25
"=""1047979""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1046183""",1,1,14.15,12.95,11.06,1.89,1.2,0,0,3.67,0,7.39,66.82
"=""1054057""",1,1,14.08,12.95,11.06,1.89,1.13,0,0,3.18,0,7.88,71.25
"=""1062762""",1,1,14.15,12.95,11.06,1.89,1.2,0,0,3.67,0,7.39,66.82
"=""1047866""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,3.31,0,7.75,70.07
"=""1043318""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,2.7,0,8.36,75.59
"=""1061864""",1,1,14.08,12.95,11.06,1.89,1.13,0,0,2.76,0,8.3,75.05
"=""1055225""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,3.18,0,7.88,71.25
"=""1043032""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1055213""",1,1,14.3,12.95,11.06,1.89,1.35,0,0,3.18,0,7.88,71.25
"=""1054211""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1061955""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1054268""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1062082""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1047439""",1,1,14.08,12.95,11.06,1.89,1.13,0,0,3.18,0,7.88,71.25
"=""1062088""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1054504""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1062132""",1,1,14.05,12.95,11.06,1.89,1.1,0,0,2.84,0,8.22,74.32
"=""1055060""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1055053""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1055017""",1,1,14.15,12.95,11.06,1.89,1.2,0,0,3.67,0,7.39,66.82
"=""1058129""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1054638""",1,1,14.18,12.95,11.06,1.89,1.23,0,0,2.84,0,8.22,74.32
"=""1055016""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1054643""",1,1,14.07,12.95,11.06,1.89,1.12,0,0,2.78,0,8.28,74.86
"=""1054650""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.76,0,8.3,75.05
"=""1057925""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,3.18,0,7.88,71.25
"=""1054669""",1,1,14,12.95,11.06,1.89,1.05,0,0,3.05,0,8.01,72.42
"=""1054675""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.76,0,8.3,75.05
"=""1043131""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1054703""",1,1,14.1,12.95,11.06,1.89,1.15,0,0,2.78,0,8.28,74.86
"=""1054738""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,2.84,0,8.22,74.32
"=""1054937""",1,1,13.99,12.95,11.06,1.89,1.04,0,0,3.31,0,7.75,70.07
"=""1043143""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.84,0,8.22,74.32
"=""1054830""",1,1,14.02,12.95,11.06,1.89,1.07,0,0,2.93,0,8.13,73.51
"=""1046491""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.76,0,8.25,74.93
"=""1045882""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.76,0,8.25,74.93
"=""1055993""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1057025""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1044118""",1,1,12.95,12.95,11.01,1.94,0,0,0,3.09,0,7.92,71.93
"=""1042572""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.7,0,8.31,75.47
"=""1064261""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.93,0,8.08,73.38
"=""1048764""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1063948""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.93,0,8.08,73.38
"=""1051325""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.93,0,8.08,73.38
"=""1042134""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.76,0,8.25,74.93
"=""1062115""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1044080""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.66,0,8.35,75.83
"=""1060416""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1044421""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1046750""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1042470""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.76,0,8.25,74.93
"=""1059370""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1057306""",1,1,12.95,12.95,11.01,1.94,0,0,0,3.31,0,7.7,69.93
"=""1058959""",1,1,12.95,12.95,11.01,1.94,0,0,0,3.18,0,7.83,71.11
"=""1053197""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.93,0,8.08,73.38
"=""1042875""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.76,0,8.25,74.93
"=""1047839""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1063233""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1050425""",1,1,12.95,12.95,11.01,1.94,0,0,0,7.56,0,3.45,31.32
"=""1044342""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1059735""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1063942""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1055277""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1061943""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1061327""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.84,0,8.17,74.2
"=""1046316""",1,1,12.95,12.95,11.01,1.94,0,0,0,2.78,0,8.23,74.74
"=""1051896""",1,1,12.95,12.95,11.01,1.94,0,0,0,3.31,0,7.7,69.93
"=""1058861""",1,1,11.61,10.95,10.95,0,0.66,0,0,2.74,0,8.21,74.98
"=""1046430""",1,1,13,13,10.94,2.06,0,0,0,3.97,0,6.97,63.71
"=""1043904""",1,2,13,13,10.94,2.06,0,0,0,2.68,0,8.26,75.5
"=""1047604""",1,1,13.46,12.95,10.93,2.02,0.51,0,0,2.93,0,8,73.2
"=""1049203""",1,1,13.62,12.97,10.93,2.04,0.65,0,0,3.39,0,7.54,68.98
"=""1053153""",1,1,13.64,12.95,10.9,2.05,0.69,0,0,3.25,0,7.65,70.19
"=""1061708""",1,1,13.64,12.95,10.9,2.05,0.69,0,0,2.78,0,8.12,74.5
"=""1055378""",1,1,13.66,12.95,10.9,2.05,0.71,0,0,2.74,0,8.16,74.86
"=""1052306""",1,1,13.66,12.95,10.9,2.05,0.71,0,0,2.74,0,8.16,74.86
"=""1058020""",1,1,13.66,12.95,10.9,2.05,0.71,0,0,2.74,0,8.16,74.86
"=""1059346""",1,1,12.95,12.95,10.9,2.05,0,0,0,3.25,0,7.65,70.18
"=""1060397""",1,1,12.95,12.95,10.9,2.05,0,0,0,3.23,0,7.67,70.37
"=""1061155""",1,1,12.95,12.95,10.9,2.05,0,0,0,2.76,0,8.14,74.68
"=""1062290""",1,1,12.95,12.95,10.9,2.05,0,0,0,3.23,0,7.67,70.37
"=""1043286""",1,1,12.95,12.95,10.9,2.05,0,0,0,2.68,0,8.22,75.41
"=""1059112""",1,1,12.95,12.95,10.9,2.05,0,0,0,2.76,0,8.14,74.68
"=""1058778""",1,1,13.72,12.95,10.89,2.06,0.77,0,0,2.76,0,8.13,74.66
"=""1060050""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.76,0,8.13,74.66
"=""1061254""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.78,0,8.11,74.47
"=""1058850""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.74,0,8.15,74.84
"=""1047618""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.74,0,8.15,74.84
"=""1050683""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.74,0,8.15,74.84
"=""1062036""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.78,0,8.11,74.47
"=""1063865""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.93,0,7.96,73.1
"=""1064312""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.74,0,8.15,74.84
"=""1058238""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.78,0,8.11,74.47
"=""1059066""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.74,0,8.15,74.84
"=""1059208""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,3.25,0,7.64,70.16
"=""1048576""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.74,0,8.15,74.84
"=""1048618""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,3.25,0,7.64,70.16
"=""1044211""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.7,0,8.19,75.21
"=""1058915""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.78,0,8.11,74.47
"=""1059617""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,3.21,0,7.68,70.52
"=""1045046""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.68,0,8.21,75.39
"=""1063101""",1,1,13.73,12.95,10.89,2.06,0.78,0,0,2.78,0,8.11,74.47
"=""1058983""",1,1,13.76,12.95,10.89,2.06,0.81,0,0,2.76,0,8.13,74.65
"=""1055405""",1,1,13.76,12.95,10.89,2.06,0.81,0,0,2.74,0,8.15,74.83
"=""1051394""",1,1,13.76,12.95,10.89,2.06,0.81,0,0,2.76,0,8.13,74.65
"=""1056335""",1,1,13.81,12.95,10.88,2.07,0.86,0,0,2.78,0,8.1,74.45
"=""1048243""",1,1,13.82,12.95,10.88,2.07,0.87,0,0,2.78,0,8.1,74.44
"=""1047499""",1,1,13.82,12.95,10.88,2.07,0.87,0,0,2.84,0,8.04,73.89
"=""1055488""",1,1,13.82,12.95,10.88,2.07,0.87,0,0,2.84,0,8.04,73.89
"=""1057357""",1,1,13.85,12.95,10.87,2.08,0.9,0,0,2.76,0,8.11,74.61
"=""1057761""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.78,0,8.09,74.43
"=""1061463""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.74,0,8.13,74.8
"=""1044390""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,3.88,0,6.99,64.31
"=""1055303""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.78,0,8.09,74.43
"=""1047955""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.78,0,8.09,74.43
"=""1064740""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.84,0,8.03,73.88
"=""1050080""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.78,0,8.09,74.43
"=""1043549""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.68,0,8.19,75.35
"=""1062272""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.78,0,8.09,74.43
"=""1059946""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.76,0,8.11,74.61
"=""1061781""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.78,0,8.09,74.43
"=""1042127""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.7,0,8.17,75.16
"=""1064626""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.76,0,8.11,74.61
"=""1063232""",1,1,13.86,12.95,10.87,2.08,0.91,0,0,2.84,0,8.03,73.88
"=""1054873""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.76,0,8.11,74.6
"=""1056580""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.76,0,8.11,74.6
"=""1047308""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,3.67,0,7.2,66.23
"=""1056832""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.78,0,8.09,74.42
"=""1056129""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.78,0,8.09,74.42
"=""1055302""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.78,0,8.09,74.42
"=""1062585""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.78,0,8.09,74.42
"=""1063781""",1,1,13.89,12.95,10.87,2.08,0.94,0,0,2.74,0,8.13,74.78
"=""1056152""",1,1,13.92,12.95,10.86,2.09,0.97,0,0,2.76,0,8.1,74.59
"=""1060913""",1,1,13.92,12.95,10.86,2.09,0.97,0,0,2.76,0,8.1,74.59
"=""1055171""",1,1,13.93,12.95,10.86,2.09,0.98,0,0,3.18,0,7.68,70.72
"=""1055216""",1,1,13.93,12.95,10.86,2.09,0.98,0,0,3.18,0,7.68,70.72
"=""1043024""",1,1,13.81,12.95,10.86,2.09,0.86,0,0,2.7,0,8.16,75.14
"=""1043000""",1,1,13.95,12.95,10.86,2.09,1,0,0,3.09,0,7.77,71.54
"=""1043081""",1,1,13.97,12.95,10.85,2.1,1.02,0,0,2.84,0,8.01,73.84
"=""1054521""",1,1,13.97,12.95,10.85,2.1,1.02,0,0,2.78,0,8.07,74.39
"=""1060999""",1,1,13.98,12.95,10.85,2.1,1.03,0,0,2.84,0,8.01,73.83
"=""1044149""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.7,0,8.15,75.12
"=""1063278""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1063907""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.78,0,8.07,74.38
"=""1057019""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1060431""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.78,0,8.07,74.38
"=""1048971""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1062498""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.78,0,8.07,74.38
"=""1057518""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1063241""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.78,0,8.07,74.38
"=""1054121""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1057551""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1063183""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1062529""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1054891""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.84,0,8.01,73.83
"=""1059076""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.78,0,8.07,74.38
"=""1062659""",1,1,13.99,12.95,10.85,2.1,1.04,0,0,2.78,0,8.07,74.38
"=""1048990""",1,1,14,12.95,10.85,2.1,1.05,0,0,3.05,0,7.8,71.89
"=""1059144""",1,1,14.01,12.95,10.85,2.1,1.06,0,0,2.93,0,7.92,72.99
"=""1049545""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.93,0,7.92,72.99
"=""1062679""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.93,0,7.92,72.99
"=""1063647""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,4.18,0,6.67,61.46
"=""1055204""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.84,0,8.01,73.82
"=""1064329""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.93,0,7.92,72.99
"=""1061784""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.93,0,7.92,72.99
"=""1046802""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.93,0,7.92,72.99
"=""1052963""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,3.39,0,7.46,68.75
"=""1053228""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.84,0,8.01,73.82
"=""1052449""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.93,0,7.92,72.99
"=""1051233""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,2.84,0,8.01,73.82
"=""1051813""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,3.18,0,7.67,70.68
"=""1044336""",1,1,14.02,12.95,10.85,2.1,1.07,0,0,3.09,0,7.76,71.51
"=""1063287""",1,1,14.03,12.95,10.85,2.1,1.08,0,0,2.93,0,7.92,72.98
"=""1059547""",1,1,14.03,12.95,10.85,2.1,1.08,0,0,4.18,0,6.67,61.46
"=""1061009""",1,1,14.03,12.95,10.85,2.1,1.08,0,0,3.05,0,7.8,71.88
"=""1050956""",1,1,14.03,12.95,10.85,2.1,1.08,0,0,3.05,0,7.8,71.88
"=""1043882""",1,1,14.03,12.95,10.85,2.1,1.08,0,0,2.84,0,8.01,73.81
"=""1052430""",1,1,14.03,12.95,10.85,2.1,1.08,0,0,3.52,0,7.33,67.54
"=""1045090""",1,1,14.05,12.95,10.84,2.11,1.1,0,0,2.76,0,8.08,74.54
