"Order Number",SKU,Quantity,Carrier,"Service Level",Tracking,Cost,"Package Weight","Package Length","Package Width","Package Height"
="1044615",="3903-001117-NEW-79",="1",USPS,first_class_mail,="9400111298370431826070",="2.66",="3.9",,,
="1044629",="14222",="1",USPS,first_class_mail,="9400111298370431858057",="2.84",="3.9",,,
="1044646",="19005",="1",USPS,priority_mail,="9405511298370431869889",="6.95",="4.4",,,
="1044597",="XBR-65X930E-USED",="1",USPS,priority_mail,="9405511298370431883137",="11.62",="144",,,
="1044702",="W10728523",="1",USPS,priority_mail,="9405511298370431886800",="7.99",="48",,,
="1044607",="VizioCord-138",="1",USPS,first_class_mail,="9400111298370431802678",="2.96",="4",,,
="1044599",="3903-001117-NEW-162",="1",USPS,first_class_mail,="9400111298370431339181",="2.7",="3.8",,,
="1044595",="VizioCord-69",="1",USPS,priority_mail,="9405511298370431332772",="6.95",="6.4",,,
="1044640",="VizioCord-124",="1",USPS,first_class_mail,="9400111298370431331796",="2.7",="3.6",,,
="1044683",="BN61-13518A-NEW",="1",USPS,first_class_mail,="9400111298370431312207",="2.7",="1",,,
="1044700",="BN61-13518A-NEW",="1",USPS,first_class_mail,="9400111298370431345144",="2.7",="1",,,
="1044606",="BN96-43169A-NEW-17",="1",USPS,first_class_mail,="9400111298370431377909",="2.66",="3.9",="8",="5",="2"
="1044693",="NS-RC4NA-18-NEW",="1",USPS,first_class_mail,="9400111298370431395873",="2.84",="3.2",,,
="1044684",="AKB75675304-NEW",="1",USPS,first_class_mail,="9400111298370431398485",="2.84",="3",,,
="1044577",="A17062088",="1",FEDEX,2day,="779619680192",="8.2",="32",,,
="1044676",="ERC580-NEW",="1",USPS,first_class_mail,="9400111298370431326600",="3.09",="2.5",,,
="1044701",="19662",="1",USPS,first_class_mail,="9400111298370431353392",="2.66",="2.4",,,
="1044630",="EAT63377302",="1",USPS,first_class_mail,="9400111298370431358731",="2.7",="1",,,
="1044679",="316238202",="1",USPS,first_class_mail,="9400111298370431363308",="2.76",="3",,,
="1044568",="BN59-01298H-NEW",="1",USPS,first_class_mail,="9400111298370431366453",="2.7",="3",,,
="1044696",="5926-E15100-0100-NEW",="1",USPS,first_class_mail,="9400111298370431385607",="2.7",="1.3",,,
="1044690",="1-845-283-21-NEW",="1",USPS,first_class_mail,="9400111298370431387748",="2.76",="1.6",,,
="1044587",="1-845-283-21-NEW",="1",USPS,first_class_mail,="9400111298370431300983",="2.76",="1.9",,,
="1044571",="AKB75675304-NEW",="1",USPS,first_class_mail,="9400111298370431239481",="2.84",="3",,,
="1044644",="BN44-00835A",="1",USPS,first_class_mail,="9400111298370431238446",="4.06",="12",,,
="1044572",="LNTVEY208XXB9",="1",USPS,first_class_mail,="9400111298370431213146",="4.33",="11",,,
="1044579",="LJ92-01797A",="1",USPS,priority_mail,="9405511298370431211978",="8.5",="32",,,
="1044620",="40S325-USED",="1",USPS,first_class_mail,="9400111298370431248285",="2.96",="3",,,
="1044598",="T8-40NAZP-MA2",="1",USPS,first_class_mail,="9400111298370431279838",="5.24",="15.1",,,
="1044576",="40S325-USED",="1",USPS,first_class_mail,="9400111298370431270668",="2.7",="3.1",,,
="1044667",="BN44-00808D",="1",FEDEX,home_delivery,="779620266342",="11.59",="48",,,
="1044617",="14720",="1",USPS,first_class_mail,="9400111298370431227624",="3.22",="6",,,
="1044609",="NS-32D220NA18-USED",="1",USPS,first_class_mail,="9400111298370431254446",="2.84",="3.7",,,
="1044659",="BN91-17814W-REF",="1",USPS,priority_mail,="9405511298370431280370",="7.61",="32",,,
="1044612",="AE0011742",="1",USPS,priority_mail,="9405511298370431533452",="7.88",="18",,,
="1044628",="756TXHCC02K0010",="1",USPS,first_class_mail,="9400111298370431538638",="5.53",="13.5",,,
="1044668",="X322BV-MQC-USED",="1",USPS,first_class_mail,="9400111298370431514083",="3.28",="4.3",,,
="1044635",="43LF421U19-USED",="1",USPS,first_class_mail,="9400111298370431516803",="3.96",="9.8",,,
="1044692",="32LH500BUA-USED",="1",USPS,first_class_mail,="9400111298370431544981",="2.68",="3.6",,,
="1044648",="9758080R",="1",USPS,priority_mail,="9405511298370431578101",="6.95",="12",,,
="1044594",="75UJ657A-NEW",="1",USPS,priority_mail,="9405511298370431593746",="9.7",="32",,,
="1044626",="BN96-23417A",="1",USPS,first_class_mail,="9400111298370431590537",="5.02",="12.3",,,
="1044604",="LT-49MAW598-NEW",="1",USPS,priority_mail,="9405511298370431525723",="6.95",="16",,,
="1044675",="BN44-00775A",="1",FEDEX,2day,="779621064970",="8.2",="32",,,
="1044715",="T8-UX38003-MA200AA",="1",USPS,first_class_mail,="9400111298370431558025",="5.12",="14.2",,,
="1044669",="BN94-10834A-REF",="1",USPS,first_class_mail,="9400111298370431588671",="5.53",="15.6",,,
="1044711",="D43-E2-NEW",="1",FEDEX,2day,="779621311941",="8.2",="32",,,
="1044583",="60LF6100-USED",="1",USPS,priority_mail,="9405511298370431732374",="7.61",="32",,,
="1044601",="46RE010C878LNA0-A1",="1",USPS,first_class_mail,="9400111298370431710850",="3.22",="7",,,
="1044654",="QN55Q80RAF-USED",="1",USPS,priority_mail,="9405511298370431716015",="7.42",="32",,,
="1044707",="9758080R",="1",USPS,first_class_mail,="9400111298370431742271",="4.98",="12.5",,,
="1044616",="9758080R",="1",USPS,first_class_mail,="9400111298370431748600",="5.02",="12.6",,,
="1044588",="08-CS55CFN-OC406AA",="1",USPS,first_class_mail,="9400111298370431774784",="3.85",="11",,,
="1044694",="401-2Q401-D4202",="1",FEDEX,2day,="779621647480",="8.2",="32",,,
="1044614",="NS-40D510NA17-NEW",="1",USPS,first_class_mail,="9400111298370431770366",="3.85",="9.4",,,
="1044680",="BN94-05113F",="1",USPS,first_class_mail,="9400111298370431723713",="4.98",="13.3",,,
="1044624",="E55-D0-NEW",="1",USPS,first_class_mail,="9400111298370431758258",="5.02",="14.3",,,
="1044695",="PLTVHU401XABV",="1",FEDEX,2day,="779621823662",="8.2",="32",,,
="1044621",="BN94-10828A",="1",USPS,first_class_mail,="9400111298370431760022",="5.02",="15.2",,,
="1044686",="BN94-12036A",="1",USPS,first_class_mail,="9400111298370431761227",="5.12",="14.8",,,
="1044573",="3642-1842-0150",="1",USPS,first_class_mail,="9400111298370431785377",="5.24",="12.5",,,
="1044622",="QN55Q8FNBFXZA-STAND-USED",="1",FEDEX,2day,="779621993341",="8.2",="32",,,
="1044590",="USED-ELEFW503",="1",FEDEX,home_delivery,="779622068423",="12.74",="144",,,
="1044685",="QN65Q6FNAF-NEW",="1",FEDEX,2day,="779622100062",="8.2",="32",,,
="1044613",="18321",="1",USPS,first_class_mail,="9400111298370431143818",="3.88",="9.9",,,
="1044600",="3639-0212-0150",="1",USPS,first_class_mail,="9400111298370431140169",="5.24",="12.9",,,
="1044611",="342911003613",="1",USPS,first_class_mail,="9400111298370431173228",="5.24",="13.2",,,
="1044611",="T8-43NAGA-MA1",="1",USPS,first_class_mail,="9400111298370431173228",="5.24",="13.2",,,
="1044681",="N13122020",="1",USPS,first_class_mail,="9400111298370431178100",="5.02",="15.3",,,
="1044634",="D48-D0-NEW",="1",USPS,priority_mail,="9405511298370431193144",="7.88",="17",,,
="1044674",="T8-43NAGA-MA1",="1",USPS,first_class_mail,="9400111298370431129195",="3.96",="11.2",,,
="1044603",="55LB5900-USED",="1",USPS,priority_mail,="9405511298370431190839",="7.61",="32",,,
="1044575",="A-2037-764-A",="1",USPS,first_class_mail,="9400111298370431122783",="3.96",="9.8",,,
="1044610",="W10498011",="1",USPS,first_class_mail,="9400111298370431150472",="4.94",="15.2",,,
="1044633",="PLTVFL301XXF2",="1",USPS,first_class_mail,="9400111298370431159277",="3.85",="10.7",,,
="1044664",="UN49MU8000FXZA-NEW",="1",USPS,priority_mail,="9405511298370431162331",="8.5",="32",,,
="1044671",="D50-F1-STAND-USED",="1",USPS,first_class_mail,="9400111298370431166916",="5.02",="13.5",,,
="1044631",="D39H-C0-NEW",="1",FEDEX,2day,="779622841874",="8.2",="32",,,
="1044704",="D32HN-D0-NEW",="1",USPS,first_class_mail,="9400111298370431440795",="3.18",="4.9",,,
="1044705",="NS-40D510NA17-NEW",="1",USPS,first_class_mail,="9400111298370431471584",="4.33",="9.8",,,
="1044673",="LC-50N7000U-USED",="1",FEDEX,2day,="779623922731",="8.2",="32",,,
="1044713",="49S405-NEW",="1",USPS,priority_mail,="9405511298370431913636",="6.95",="32",,,
="1044687",="65S405-BLACK-NEW",="1",FEDEX,2day,="779623992680",="8.2",="32",,,
="1044660",="BN91-18954H-NEW",="1",FEDEX,home_delivery,="779624051155",="14.37",="64",,,
="1044632",="UN32M5300AF-USED",="1",USPS,first_class_mail,="9400111298370431941018",="2.84",="3.6",,,
="1044672",="BN96-28772A-28773A-4",="1",USPS,first_class_mail,="9400111298370431977147",="5.02",="15.99",,,
="1044580",="EL4KAMZ5517T-STAND-NEW",="1",USPS,first_class_mail,="9400111298370431992027",="3.82",="12",,,
="1044593",="BN96-35223A-BN96-38964W-34",="1",UPS,,1ZA813770370060965,="0",,,,
="1044596",="BN96-28772A-28773A-1",="1",USPS,first_class_mail,="9400111298370431981861",="4.98",="15.9",,,
="1044678",="E500I-B1-STAND-NEW",="1",USPS,priority_mail,="9405511298370433013372",="9.22",="96",,,
="1044698",="BN96-38964W-BN96-35223A-77",="1",UPS,,1ZA813770370061053,="0",,,,
="1044714",="BN96-28772A-28773A-2",="1",USPS,priority_mail,="9405511298370433011828",="7.49",="15.99",,,
="1044638",="48-55-EH-RECT-USED-6",="1",FEDEX,home_delivery,="779624889919",="12.53",="128",,,
="1044627",="55G310U-SCREWS",="1",USPS,first_class_mail,="9400111298370433020506",="2.66",="1",,,
="1044708",="KDL-60W630B-SCREWS",="1",USPS,first_class_mail,="9400111298370433021602",="2.66",="1",,,
="1044682",="BN44-00775A",="1",USPS,priority_mail,="9405511298370433052593",="7.88",="32",,,
="1044649",="32LF500B-USED",="1",FEDEX,home_delivery,="779625258883",="12.05",="48",,,
="1044642",="08-CS55CFN-OC406AA",="1",USPS,first_class_mail,="9400111298370433088148",="3.96",="11.2",,,
="1044578",="48-55J-NEW-20",="1",USPS,priority_mail,="9405511298370433081524",="8.25",="80",,,
="1044591",="UN65KS9000F-USED",="1",FEDEX,home_delivery,="779625420510",="12.98",="176",,,
="1044717",="BN61-13518A-NEW",="3",UPS,,1ZA813771370061632,="0",,,,
="1044725",="08-CS55CFN-OC406AA",="1",FEDEX,2day,="779626306830",="8.2",="32",,,
="1044723",="6AH2008",="1",USPS,first_class_mail,="9400111298370433377716",="3.85",="9.3",,,
="1044724",="UN40J6200A-SCREWS",="1",USPS,first_class_mail,="9400111298370433375903",="2.7",="1",,,
="1044719",="Y8385864S",="1",USPS,first_class_mail,="9400111298370433394133",="4.94",="14",,,
="1044720",="08-CS55TML-LC335AA",="1",USPS,first_class_mail,="9400111298370433391217",="5.24",="14",,,
="1044716",="A16043969",="1",USPS,first_class_mail,="9400111298370433327322",="4.06",="12",,,
="1044716",="RUNTKA116ZZ",="1",USPS,first_class_mail,="9400111298370433327322",="4.06",="12",,,
="1044726",="35-D076641",="1",USPS,first_class_mail,="9400111298370433355264",="2.7",="1.8",,,
="1044718",="DP39842-SCREWS",="1",USPS,first_class_mail,="9400111298370433351853",="2.68",="1",,,
="1044722",="H16071165",="1",USPS,first_class_mail,="9400111298370433367564",="4.06",="10.9",,,
="1044721",="KD55X720E-STAND-NEW",="1",USPS,priority_mail,="9405511298370433307853",="7.71",="64",,,
="1044592",="UN32J4000CFXZA-TV-USED",="1",FEDEX,home_delivery,="779626906540",="11.92",="224",,,
="1044643",="KD60X690E-NEW",="7",FEDEX,home_delivery,="779630238516",="15.37",="480",,,
="1044661",="BN95-02380",="1",FEDEX,ground,="779630513988",="8.81",="48",,,
="1044727",="BN94-11930A-REF",="1",USPS,first_class_mail,="9400111298370433650697",="5.02",="14.8",,,
="1044732",="32K20DW-NEW",="1",USPS,priority_mail,="9405511298370433683179",="15.28",="48",,,
="1044730",="24LJ4540-USED",="1",USPS,first_class_mail,="9400111298370433604195",="3.2",="6.9",,,
="1044729",="67H1229",="1",USPS,first_class_mail,="9400111298370433930508",="4.06",="12",,,
="1044731",="197517",="1",USPS,first_class_mail,="9400111298370433918599",="5.02",="12.3",,,
="1044728",="BN95-01942A",="1",USPS,first_class_mail,="9400111298370433940149",="3.22",="6.9",,,
="1044733",="65S405-BLACK-USED",="1",USPS,first_class_mail,="9400111298370433923852",="5.02",="12.5",,,
="1044735",="43H4E-NEW",="1",USPS,first_class_mail,="9400111298370522599845",="3.22",="4.9",,,
="1044747",="NS-55DF710NA19-NEW",="1",USPS,first_class_mail,="9400111298370522527121",="3.88",="10.6",,,
="1044744",="40S305-USED",="1",USPS,first_class_mail,="9400111298370522559863",="2.76",="3.5",,,
="1044756",="65S405-NEW",="1",USPS,priority_mail,="9405511298370522553192",="6.95",="16",,,
="1044763",="D65-E0-NEW",="1",USPS,first_class_mail,="9400111298370522555322",="5.02",="12.5",,,
="1044761",="LC-43LBU591U-USED",="1",USPS,priority_mail,="9405511298370522565904",="6.95",="14.4",,,
="1044776",="40PFL4901/F7-USED",="1",USPS,first_class_mail,="9400111298370522569671",="3.28",="6.6",,,
="1044740",="65S517-NEW",="1",USPS,priority_mail,="9405511298370522560398",="7.88",="32",,,
="1044760",="UN65H7100AFXZA-NEW",="1",USPS,priority_mail,="9405511298370522584875",="13.69",="176",,,
="1044768",="AA59-00580A-NEW",="1",USPS,first_class_mail,="9400111298370522582953",="3.22",="4.7",,,
="1044751",="NS-RC4NA-18-NEW",="1",USPS,first_class_mail,="9400111298370522580683",="2.7",="3.2",,,
="1044767",="AKB74475433-NEW-5",="1",USPS,first_class_mail,="9400111298370522587552",="2.7",="3.6",,,
="1044771",="RMF-YD003-NEW",="1",USPS,first_class_mail,="9400111298370522581468",="2.7",="2.9",,,
="1044765",="3903-001083-NEW-143",="1",USPS,first_class_mail,="9400111298370522504665",="3.09",="3.7",,,
="1044775",="VizioCord-138",="1",USPS,priority_mail,="9405511298370522506846",="6.95",="4",,,
="1044777",="MRC280-USED",="1",USPS,first_class_mail,="9400111298370522505587",="2.68",="4",,,
="1044777",="MRC280-USED",="1",USPS,first_class_mail,="9400111298370522505587",="2.68",="4",,,
="1044778",="CIR-SQU-15",="1",USPS,priority_mail,="9405511298370522508000",="6.95",="8",,,
="1044773",="111203241-REF",="1",USPS,first_class_mail,="9400111298370522739869",="2.84",="2.9",,,
="1044755",="LC-RCRUS-20-USED",="1",USPS,first_class_mail,="9400111298370522733447",="3.09",="2.3",,,
="1044745",="AKB75375604-NEW-7",="1",USPS,first_class_mail,="9400111298370522735724",="2.7",="4",,,
="1044758",="BN61-13518A-NEW",="1",USPS,first_class_mail,="9400111298370522730262",="2.7",="1",,,
="1044750",="AKB75095307-NEW-11",="1",USPS,first_class_mail,="9400111298370522737247",="2.7",="3",="9",="7",="2"
="1044757",="ERF3A69S-NEW",="1",USPS,priority_mail,="9405511298370522719321",="6.95",="8",,,
="1044762",="BN61-13518A-NEW",="1",USPS,first_class_mail,="9400111298370522713494",="2.7",="1",,,
="1044736",="A-2226-115-B",="1",USPS,first_class_mail,="9400111298370522718673",="3.22",="4.7",,,
="1044754",="55.50T32.C10",="1",USPS,first_class_mail,="9400111298370522743590",="3.09",="3.4",,,
="1044746",="T8-40NAZP-MA3",="1",USPS,first_class_mail,="9400111298370522742920",="5.12",="14.9",,,
="1044748",="55.76N04.B01",="1",USPS,priority_mail,="9405511298370522740004",="6.95",="10",,,
="1044764",="EBR73738801",="1",USPS,first_class_mail,="9400111298370522746768",="2.7",="4",,,
="1044779",="A4AFCMMA-001",="1",USPS,first_class_mail,="9400111298370522779759",="5.02",="14.9",,,
="1044737",="34.29110.0520G",="1",USPS,first_class_mail,="9400111298370522799832",="3.09",="3.6",,,
="1044749",="756TXFCB0QK0240",="1",FEDEX,2day,="779652216104",="8.2",="32",,,
="1044770",="H15061170",="1",USPS,first_class_mail,="9400111298370522790266",="4.06",="10.6",,,
="1044738",="B12094105",="1",USPS,first_class_mail,="9400111298370522797531",="3.36",="7.9",,,
="1044741",="BN94-12049B",="1",USPS,first_class_mail,="9400111298370522725343",="4.33",="9.5",,,
="1044752",="3639-0162-0150",="1",USPS,first_class_mail,="9400111298370522720423",="3.22",="6.4",,,
="1044753",="BN94-05848B",="1",USPS,first_class_mail,="9400111298370522726845",="3.63",="6.1",,,
="1044772",="BN96-3826A-38527A-2",="1",USPS,first_class_mail,="9400111298370522759447",="4.06",="10.3",,,
="1044774",="BN96-30563A/BN96-30564A",="1",USPS,first_class_mail,="9400111298370522754411",="5.53",="14.4",,,
="1044742",="W10567080",="1",USPS,priority_mail,="9405511298370522758702",="9.7",="32",,,
="1044743",="XBR-75X850F-USED",="1",FEDEX,home_delivery,="779652443846",="11.68",="64",,,
="1044769",="SE40FY27-USED",="1",USPS,priority_mail,="9405511298370522763829",="10.33",="80",,,
="1044739",="48-55-EH-RECT-USED-7",="1",FEDEX,home_delivery,="779652510181",="16.29",="128",,,
="1044791",="LC-43LBU591U-USED",="1",USPS,priority_mail,="9405511298370522432275",="6.95",="14.4",,,
="1044792",="AKB75375604-NEW-8",="1",USPS,first_class_mail,="9400111298370522430414",="2.84",="3.5",,,
="1044784",="AKB75375604-NEW-10",="1",USPS,first_class_mail,="9400111298370522436225",="2.96",="4",,,
="1044795",="X505BV-FSR-USED",="1",USPS,first_class_mail,="9400111298370522413479",="3.28",="6.2",,,
="1044790",="3903-001117-NEW-162",="1",USPS,first_class_mail,="9400111298370522412830",="2.7",="4",,,
="1044794",="BN96-43169A-NEW-25",="1",USPS,first_class_mail,="9400111298370522410416",="2.7",="3.9",="8",="5",="2"
="1044787",="BN96-43169A-NEW",="1",USPS,first_class_mail,="9400111298370522417774",="3.09",="3.9",="8",="5",="2"
="1044793",="BN94-12484U",="1",USPS,first_class_mail,="9400111298370522440161",="5.24",="14.2",,,
="1044788",="BN94-12642F",="1",USPS,first_class_mail,="9400111298370522446354",="5.24",="14.6",,,
="1044780",="A-2103-925-C",="1",USPS,first_class_mail,="9400111298370522472896",="4.33",="8.3",,,
="1044789",="BN94-12295J",="1",FEDEX,2day,="779654051684",="8.2",="32",,,
="1044783",="WPW10310922",="1",USPS,priority_mail,="9405511298370522490466",="7.88",="32",,,
="1044786",="TNPA5072AB",="1",FEDEX,ground,="779654518071",="8.81",="144",,,
="1044799",="6871L-5531A",="1",USPS,first_class_mail,="9400111298370522679837",="3.09",="3.8",,,
="1044797",="81-PBE040-H91",="1",USPS,first_class_mail,="9400111298370522672104",="3.85",="10.3",,,
="1044798",="78V0E000010",="1",USPS,first_class_mail,="9400111298370522678564",="5.53",="12.6",,,
="1044796",="T8-32NAZP-MA1",="1",USPS,first_class_mail,="9400111298370522671701",="5.24",="14.2",,,
="1044734",="LC-55LE653U-USED",="1",FEDEX,home_delivery,="779658664664",="13.35",="80",,,
="1044804",="NH800UP-NEW",="1",USPS,first_class_mail,="9400111298370529301779",="3.63",="4.4",,,
="1044801",="BN59-01312A-NEW",="1",USPS,first_class_mail,="9400111298370529235227",="3.36",="4.2",,,
="1044806",="55.65T52.C08",="1",USPS,first_class_mail,="9400111298370529232066",="2.68",="3.6",,,
="1044800",="35-D076641",="1",USPS,first_class_mail,="9400111298370529231076",="2.84",="3.3",,,
="1044802",="URMT26RST004-USED",="1",USPS,first_class_mail,="9400111298370529212860",="2.76",="2.3",,,
="1044803",="RMF-TX201U-NEW",="1",USPS,first_class_mail,="9400111298370529211832",="3.63",="5",,,
="1044805",="BN61-13518A-NEW",="1",FEDEX,2day,="779659829311",="8.2",="32",,,
="1044808",="RC280-CBS-NEW",="1",USPS,first_class_mail,="9400111298370529248364",="2.7",="2.2",,,
="1044759",="BN96-35223A-BN96-38964W-5",="1",Other,,3130SCedarSt,="0",,,,
="1044807",="05-80COS000-00",="1",USPS,first_class_mail,="9400111298370529278941",="5.12",="14",,,
="1044809",="BN59-01298H-NEW",="1",USPS,first_class_mail,="9400111298370529206180",="3.49",="4.2",,,
="1044812",="48-55-EH-RECT-USED-6",="1",FEDEX,home_delivery,="779662198812",="12.2",="128",,,
="1044815",="OLED55C8A-UA-STAND-NEW",="1",FEDEX,home_delivery,="779664200749",="11.63",="176",,,
="1044828",="BN59-01179B-NEW",="1",USPS,first_class_mail,="9400111298370524490386",="3.22",="4.6",,,
="1044838",="00111203302-NEW",="3",USPS,first_class_mail,="9400111298370524420062",="5.24",="13.7",,,
="1044840",="BN59-01265A-NEW",="1",USPS,first_class_mail,="9400111298370524420062",="5.24",="13.7",,,
="1044835",="NS-RC4NA-18-NEW",="1",USPS,first_class_mail,="9400111298370524427634",="3.09",="3.2",,,
="1044829",="BN59-01301A-USED",="1",USPS,first_class_mail,="9400111298370524421816",="2.66",="3",,,
="1044839",="BN59-01301A-NEW",="1",USPS,first_class_mail,="9400111298370524459116",="2.84",="3.4",,,
="1044848",="QRC280J-USED",="1",USPS,first_class_mail,="9400111298370524453008",="2.76",="2.3",,,
="1044849",="BN59-01301A-NEW-14",="1",USPS,first_class_mail,="9400111298370524454036",="2.7",="3",,,
="1044841",="BN61-13518A-NEW",="1",USPS,first_class_mail,="9400111298370524452285",="2.76",="1",,,
="1044851",="ARC580-NEW",="1",USPS,first_class_mail,="9400111298370524458423",="2.76",="3",,,
="1044823",="3903-001083-NEW-159",="1",USPS,first_class_mail,="9400111298370524451264",="2.84",="3.7",,,
="1044824",="CIR-CIR-15",="1",USPS,priority_mail,="9405511298370524469118",="6.95",="3",,,
="1044709",="55LH5750UB-USED",="2",USPS,priority_mail,="9405511298370524463031",="9.7",="32",,,
="1044832",="98003061083-NEW",="1",USPS,priority_mail,="9405511298370524465424",="6.95",="3",="8",="6",="1"
="1044810",="NH315UP-USED",="1",USPS,priority_mail,="9405511298370524462034",="6.95",="0.25",,,
="1044817",="3903-001083-NEW-159",="1",UPS,,1ZA813770270074452,="0",,,,
="1044844",="3903-000853-NEW-80",="1",USPS,first_class_mail,="9400111298370524618360",="3.09",="3.6",,,
="1044820",="BN44-00775A",="1",FEDEX,2day,="779681121449",="8.2",="32",,,
="1044822",="08-L14TWA2-PW220AN",="1",USPS,first_class_mail,="9400111298370524649005",="5.02",="13.8",,,
="1044825",="BN44-00704A",="1",USPS,priority_mail,="9405511298370524644218",="7.88",="32",,,
="1044837",="HV430QUB-N4D44",="1",USPS,first_class_mail,="9400111298370524645960",="2.68",="4",,,
="1044833",="BN95-01336B",="1",USPS,first_class_mail,="9400111298370524642501",="3.22",="5.6",,,
="1044834",="BN96-21636A",="1",USPS,first_class_mail,="9400111298370524641566",="3.28",="6.6",,,
="1044846",="3632-2642-0150",="1",USPS,first_class_mail,="9400111298370524673420",="3.36",="7.2",,,
="1044821",="184346",="1",FEDEX,2day,="779681276297",="8.2",="32",,,
="1044814",="55.65T46.C01",="1",USPS,first_class_mail,="9400111298370524677367",="2.84",="4",,,
="1044818",="55.50T36.C01",="1",USPS,first_class_mail,="9400111298370524671280",="3.22",="4.3",,,
="1044813",="Y8386492A",="1",USPS,first_class_mail,="9400111298370524693855",="3.82",="9.5",,,
="1044831",="34.29110.052",="1",USPS,first_class_mail,="9400111298370524695057",="2.7",="3.9",,,
="1044826",="XBR-65X900E-NEW",="1",UPS,,1ZA813770370074825,="0",,,,
="1044845",="08-L171WD2-PW200AA",="1",FEDEX,2day,="779682001039",="8.2",="32",,,
="1044845",="08-L171WD2-PW200AA",="1",FEDEX,2day,="779682001922",="8.2",="32",,,
="1044830",="08-CS55CFN-OC406AA",="1",FEDEX,2day,="779682069414",="8.2",="32",,,
="1044836",="318406100",="1",USPS,first_class_mail,="9400111298370524978303",="3.22",="6.6",,,
="1044843",="XBR-65X750D-USED",="1",USPS,priority_mail,="9405511298370524976937",="8.25",="80",,,
="1044850",="UN40J5200AF-USED",="1",USPS,priority_mail,="9405511298370524994375",="20.4",="80",,,
="1044842",="D70-D3-NEW",="1",FEDEX,2day,="779682354328",="8.2",="32",,,
="1044816",="BN96-28772A-28773A-2",="1",USPS,first_class_mail,="9400111298370524925987",="5.53",="15.7",,,
="1044819",="BN96-28772A-28773A-4",="1",USPS,first_class_mail,="9400111298370524926779",="5.02",="15.9",,,
="1044827",="QN65Q9FNAFXZA-STAND-USED",="1",FEDEX,home_delivery,="779682508379",="13.35",="80",,,
="1044811",="RUNTKB286WJQZ",="1",USPS,priority_mail,="9405511298370524955444",="9.26",="48",,,
="1044847",="BN91-17814W-REF",="1",USPS,first_class_mail,="9400111298370527004573",="4.98",="14.8",,,
="1044853",="68-32D27L-000-USED",="1",USPS,first_class_mail,="9400111298370527009578",="2.7",="3.7",="9",="7",="2"
="1044862",="35-D076641",="1",USPS,first_class_mail,="9400111298370527006003",="2.7",="3.5",,,
="1044858",="BN44-00775A",="1",FEDEX,2day,="779683783480",="8.2",="32",,,
="1044860",="LJ94-02347J",="1",USPS,priority_mail,="9405511298370527835743",="8.25",="16",,,
="1044856",="ELEFW328-STAND-USED",="1",USPS,first_class_mail,="9400111298370527830790",="2.76",="3.8",,,
="1044861",="E50-D1-NEW",="1",USPS,first_class_mail,="9400111298370527837041",="5.02",="13.4",,,
="1044854",="55H9100EPLUS-USED",="1",USPS,priority_mail,="9405511298370527813574",="7.61",="32",,,
="1044855",="BN59-01301A-NEW-1",="1",USPS,first_class_mail,="9400111298370527831315",="2.84",="3.3",,,
="1044859",="316536622",="1",USPS,first_class_mail,="9400111298370527817869",="3.28",="4.1",,,
="1044852",="E500AR-NEW",="1",USPS,priority_mail,="9405511298370527843892",="9.12",="80",,,
="1044857",="M80-C3-SCREWS",="1",UPS,,1ZA813770170075391,="0",,,,
="1044863",="6871L-3806D",="1",USPS,first_class_mail,="9400111298370527392557",="2.68",="3.2",,,
="1044866",="W10757838",="1",USPS,priority_mail,="9405511298370527183226",="9.26",="48",,,
="1044870",="35-D076641",="1",USPS,first_class_mail,="9400111298370527180017",="2.76",="3.5",,,
="1044865",="RE46HQ1290",="1",USPS,priority_mail,="9405511298370527159443",="8.5",="32",,,
="1044871",="8184718",="1",USPS,priority_mail,="9405511298370527185886",="7.88",="32",,,
="1044872",="791.00W10.A007",="1",FEDEX,2day,="779689435640",="8.2",="32",,,
="1044869",="UN49MU8000FXZA-NEW",="1",FEDEX,2day,="779689464705",="8.2",="32",,,
="1044867",="BN94-12642D",="1",USPS,first_class_mail,="9400111298370527446250",="5.12",="14.5",,,
="1044868",="BN96-35223A-BN96-38964W-20-1",="1",FEDEX,home_delivery,="779689971300",="13.35",="80",,,
="1044874",="D70-D3-NEW",="1",USPS,priority_mail,="9405511298370527633738",="8.5",="32",,,
="1044873",="EAT61813801-NEW",="1",USPS,first_class_mail,="9400111298370527632110",="2.84",="1",,,
="1044864",="205338",="1",USPS,first_class_mail,="9400111298370527637856",="4.98",="15.6",,,
="1044876",="08-CS55CFN-OC406AA",="1",USPS,first_class_mail,="9400111298370527631892",="3.88",="11.4",,,
="1044875",="BN44-00775A",="1",FEDEX,2day,="779690780390",="8.2",="32",,,
="1044879",="LC-43LBU591U-USED",="1",USPS,first_class_mail,="9400111298370527650626",="3.85",="9.4",,,
="1044878",="55LJ550M-NEW-1",="1",USPS,first_class_mail,="9400111298370527933811",="3.63",="5",,,
="1044877",="A-2066-952-C",="1",USPS,first_class_mail,="9400111298370527930322",="3.28",="8",,,
="1044904",="48-55J-USED-19",="1",FEDEX,ground,="779707647630",="8.81",="80",,,
="1044881",="UN60F7050AF-USED",="1",FEDEX,ground,="779707667920",="13.36",="208",,,
="1044903",="101018E0020-USED",="1",USPS,first_class_mail,="9400111298370528628594",="2.76",="2.3",,,
